Marca temporal,Escribe tu historia: ,Crea un #hashtag o título para tu historia:,La historia que contaste te generó una sensación de:  ,Tu historia sucede:,Mientras escribiste la historia sentiste que:,Tu historia esta relacionada con: ,La historia que relataste involucra a:,"En el siguiente conjunto de preguntas haz clic en el número 1) si la característica ubicada a la izquierda es la que más se acerca a tus preferencias, en 2) si para ti está bien tanto la característica de la derecha como la de la izquierda y en 3) si prefieres la característica de la derecha. Empecemos... Al hacer un trabajo prefieres realizarlo:",El proceso de aprendizaje tiene mejores resultados para ti cuando sucede: ,Es más relevante para ti aprender cosas que tengan importancia para:,¿Qué grado estás cursando? ,¿Cuántos años tienes?,Eres:,Vives con... (puedes marcar más de una opción) ,Institución Educativa 
10/21/2019 13:40:22,mi historia es que me gusta las profesoras del salon y no me gustan las sillas rayados y otra cosa que me gusta es que esta proibido los gatos por que les tengo miedo a los gatos y no me gusta cuando las personas son amigos del buling y me gusta que las personas coman en el restaurante y megustan las materias. ,el perro responsable#,Felicidad,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Convivencia,Tus compañeros,3,1,1,4,10,Hombre,Mamá,I.E. Lusitania Paz de Colombia
10/21/2019 13:40:43,"MI H ISTORIA  EES

AMI  AVESES  NO  ME GUSTA  VENIR  A  ESTUDIAR  PORQUE  AVESES  LA  PROFE ME  REGAÑA  MUCHO  O  TRAS  VESES   NO  NO  MEGUSTA  VENIR    PORQUE  TOCA  MATEMATICAS  Y  SI  NO  AGO  LAS    COSAS   BIEN  LA  PROFEORA   ME   REGAÑA       UNA  VES  UNA   PROFESORA   ME  DIJO    QUE   EYA    NO  LE  TENIA  MIEDO  A  MI  MAMA",MI  HISTORIA,Tristeza,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Bullying,Tus docentes,3,2,1,4,10,Mujer,"Mamá, Abuela, Abuelo, Otros familiares",I.E. Lusitania Paz de Colombia
10/21/2019 13:41:39,"ami me gusta venir al colegio porque aprendo nuevas cosas que nunca  habia experimentado.y no me gusta venir porque ahi muchas peleas y no conparten juntos.
y me amotiva porque puedo puedo conocer a otras personas.",lucitania mejor para todos.,Felicidad,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Resolución de conflictos,Tus compañeros,3,2,1,4,9,Mujer,"Papá, Mamá, Hermanos",I.E. Lusitania Paz de Colombia
10/21/2019 13:42:12,mi historia en la institucion es que me gusta venir por que lo que me motiva es jugar futbol por que me encanta mucho y por que tambien me gusta el estudio para que me enceñen muchas cosas para que sea un niño muy inteligente para la escuela,mi combivecia,Felicidad,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Trabajo en equipo,Tu familia y/o cuidadores,3,1,1,4,10,Hombre,Mamá,I.E. Fe y Alegría el Limonar
10/21/2019 13:55:10,"me gusta el futbol  me gusta venir ala escuela por que veo amis amigos y profesores
  
",{ EL FUTBOL },Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Trabajo en equipo,Tus compañeros,1,1,1,4,11,Hombre,"Papá, Mamá, Hermanos",I.E. Lusitania Paz de Colombia
10/21/2019 13:56:04,ami me  gusta aprender venir a jugar futbol megusta venir al colejio y compartir con mi amigos y jugar con ellos y no peliar  y ir ala universidad y ser profesional y aprender mucho y,amo mi colejio,Felicidad,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Trabajo en equipo,Tus compañeros,1,2,1,4,10,Hombre,"Mamá, Abuela",I.E. Lusitania Paz de Colombia
10/21/2019 13:56:12,me gusta de este colegio esque quenos dejan jugar futbol tambien por mis amigos y lo que no me gusta del colegio  esque a alguna personas le acen vvulin ami antes me ivan a quitar el algo,el colegio,Felicidad,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Resolución de conflictos,Tus compañeros,1,2,1,4,9,Hombre,"Mamá, Hermanos",I.E. Lusitania Paz de Colombia
10/21/2019 13:56:22,"ME MOTIIVA APRENDER VENIR A JUGAR FUTBOL ME GUSTA  QUE ME ENSEÑEN  LO QUE NO ME GUSTA ES QUE HAY VECES QUE ESCRIBIMOS MUCHO PERO ME MOTIVO A VENIR PA HACER UNAPERSONA GRANDE EN ESTA VIDA Y APRENDER PA CUANDO ESTE GRANDE AMO MI COLEGIO Y ,E GUSTA VER A MIS COMPAÑEROS ",AMO MI COLEGIO,Felicidad,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Convivencia,A ti,2,3,1,4,10,Hombre,Mamá,I.E. Lusitania Paz de Colombia
10/21/2019 13:58:24,"    Un día me caí por las escaleras , porque una niña me empujó, y todos se empezaron a reír de mi, eso me dolió mucho, y por varios días. Yo nunca pude ver a la niña porque me empujo por la espalda. En el colegio no se dieron cuenta de esto.",#MejorarLaConvivencia,No estás seguro,Muy rara vez,Te confundiste y no sabías que contar,Convivencia,Tus compañeros,2,2,2,4,9,Mujer,"Mamá, Hermanos",I.E. Lusitania Paz de Colombia
10/21/2019 13:59:25,a mi me gusta todo me gusta venir a la escuela para aprender bastantes cosas,el colegio,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Evaluación,Tu familia y/o cuidadores,1,3,1,4,11,Hombre,"Mamá, Abuela",I.E. Lusitania Paz de Colombia
10/21/2019 13:59:28,MEGUSTA EL FUTBOL| Y POR QUE MEGUSTA A PRENDER Y BERAMISAMIGOS,FUTBOL,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Trabajo en equipo,Tus docentes,1,2,3,4,10,Hombre,"Papá, Mamá, Hermanos",I.E. Lusitania Paz de Colombia
10/21/2019 14:01:37,"Un día yo estaba en el colegio y empezó a llover, la profesora nos dijo que podríamos mojarnos, la pasamos muy bueno ese día. cuando la profesora nos entro al salón nos dijo que nos quedáramos en el pasillo y nos secáramos, porque mojados no podíamos entrar al salón , entonces llego otra profesora y nos dijo podíamos seguir jugando en el pasillo mojado, entonces yo me deslice y me caí y me aporree la cabeza y NO ME AYUDARON. 
",MI COLEJIO,Tristeza,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Trabajo en equipo,A ti,3,1,3,4,10,Mujer,"Mamá, Abuelo, Hermanos, Otros familiares",I.E. Lusitania Paz de Colombia
10/21/2019 14:03:06,a mi me gusta el colegio por que los profesores son muenos y tan bien nos dan cosas y nos trata bien al gunos nos regañan me gusta la cancha es mi favorito lugar    me guas ta casi todo me gusta hacer tareas dictado los salones el auditorio sala de coputadores los asensores la cordi es muena con los copañeros al gunas beses nos regaña y me gusta jugar,el colegio es bueno,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Tecnología y herramientas digitales,Tu familia y/o cuidadores,3,2,2,4,10,Hombre,"Mamá, Hermanos",I.E. Lusitania Paz de Colombia
10/21/2019 14:03:37,"ACA VOY A CONTAR 4 COSAS 2 BUENAS Y  2 MALAS 
1- ME MOTIVA VENIR ALA ESCUELA POR QUE VENGO A APRENDER
2- A MEJORAR MI MENTE Y  PARA PODER SER  ALGUIEN EN EL FUTURO
                                                      MALAS
1 Y  ME DESMOTIVA QUE JUEGAN EN EL SALON Y NO DEJAN CONTRAR A LOS DEMAS
2Y TIRAN MUCHAS BASURAS Y NO LAS RECOJEN Y CONTAMINA EL MEDIO AMBIENTE
MUCHAS GRACIAS POR LEER ESTO 
",SEAMOS EDUCADOS ,No estás seguro,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Medio ambiente,Tus compañeros,2,3,1,4,9,Mujer,"Mamá, Abuela, Otros familiares",I.E. Lusitania Paz de Colombia
10/21/2019 14:03:37,a mi me gusta del colegio la cancha tine malla y toduso y los profesores son muy bunos para aser la soluciones y tareas y los refrigerios porque no me gusta comer los armursos y la tinda son muy careros yla cancha me gusta para jugar,el colegio es bueno,Felicidad,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Convivencia,Tu familia y/o cuidadores,3,3,1,4,10,Hombre,"Papá, Mamá, Hermanos",I.E. Lusitania Paz de Colombia
10/21/2019 14:04:01,avía una ves un niño que estudiaba en la escuela el niño como era muy desordenado muy travieso y sacaba malas calificaciones y un día una profesora le dijo amigo estudia para hacer una carrera para salir adelante y estudiar en la universidad y el niño se puso las pilas y espeso a trabajar en el colegio y la mama le dijo hijo mio estas muy bien en el colegio vamos yo te cenceño todo lo que sabia y te lo enseñare para aprender mas cosas y ganar el año y seguir estudiando el niño fue a la escuela y le dijo a su maestra     maestra gracias por ayudarme y desarrollar mis estudios dijo la maestra            gracias siempre seras la persona mas inteligente que conozco y ganaras el año para tu carrera dijo el niño seré un gran soldado y aprenderé de todo lo que se de los militares y sera lo mas felis de mi vida,el niño que salio adelante en sus estudios,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,de un niño que le dio las fuerzas para estudias,A ti,2,2,1,4,12,Hombre,"Papá, Mamá, Hermanos, Otros familiares",I.E. Lusitania Paz de Colombia
10/21/2019 14:04:15,"ME GUSTA LAS CANCHAS DE FUTBALL,LOS PROFESORES,EL COLEGIO Y ME GUSTA EL FUTBALL, Y NO ME GUSTALO SUCIO DE LAS AULAS DE CLASE,LOS CHIKLES TIRADOS EN EL SUELO",#ME GUSTA EL FUTBALL,Felicidad,Todo el tiempo,Te confundiste y no sabías que contar,Ninguna de las anteriores,Tus docentes,3,3,1,4,10,Hombre,"Papá, Mamá, Abuela, Abuelo, Hermanos, Otros familiares",I.E. Lusitania Paz de Colombia
10/21/2019 14:04:45,ME GUSTA EL COLEGIO POR TU SUS PROFESORES LUGARES ME LO QUE MAS ME GUSTA ES LA CANCHA OTRAS COSAS QUE ME GUSTAN SON LOS SALONES LA ALIMENTACION  Y LOS PROFESORES SIEMPRE TE ENSEÑAN ALGO,#ELMEJORCOLEGIO,Felicidad,De vez en cuando,Te confundiste y no sabías que contar,Ninguna de las anteriores,A ti,1,3,1,4,11,Hombre,"Papá, Mamá, Hermanos",I.E. Lusitania Paz de Colombia
10/21/2019 14:04:49,ami megusta benir porque siento que aprendo mas y soy mas educada y me siento felis que memotiba acadad dia lebantarme y saber que tengo una escuela una mama y 2 hermanos queamo mucho,la educasion y mis propositos,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Convivencia,Tu familia y/o cuidadores,1,3,1,4,11,Mujer,"Mamá, Hermanos, Otros familiares",I.E. Lusitania Paz de Colombia
10/21/2019 14:06:05,"a mi me gusta el colegio, la tienda, la zona verde, los salones,los profesores, el restaurante,el acensor,los baños, la sala de computadores,la cancha, el corredor,el auditorio,las mesas,las sillas, los alumnos y la secretarias.","lo que mucho mas ,e gusta del la escuela",Felicidad,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Ninguna de las anteriores,Tus compañeros,3,3,1,4,10,Mujer,"Papá, Mamá, Hermanos",I.E. Lusitania Paz de Colombia
10/21/2019 14:06:58,"El colegio es muy grande, y muy bonito. Yo soy una estudiante nueva, y apenas estoy conociendo las instalaciones del colegio. No me ha gustado mucho la profe porque nos regaña mucho. Me gusta mucho compartir con mis nuevos compañeros porque han sido muy amables.",#MeGustaElColegio,Felicidad,Muy rara vez,Te confundiste y no sabías que contar,Convivencia,Tus compañeros,3,1,1,4,9,Mujer,"Papá, Mamá, Hermanos",I.E. Lusitania Paz de Colombia
10/21/2019 14:07:29,"a mi me gusta el colegio, es por que tiene muy bien atención los profesores con los alumnos y me gusta lo siguiente la zona verde, la tienda, los salones, la sala de computadores, los ascensores, los baños, la cancha, el restaurante, la secretaria, el corredor, las mesas, el auditorio, las sillas, la sala de profesores y mucho mas...",lo que me gusta del colegio,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Convivencia,Tus docentes,3,1,3,4,9,Mujer,"Papá, Mamá, Hermanos",I.E. Lusitania Paz de Colombia
10/21/2019 14:08:28,yo e estudiado en el  colejio ma marabilloso es .   lusitania en el colejio que mas me agustado estudiar las proofes son muy lindas y la profe laura y eliza son las que me an alludado a leer escribir y me an allusado a pasar el año pero el grado primero lo  perdi y ya el resto de años lo eganado grasias a loa profe laura y elizabet y ya boy en cuarto boy para quinto ya con 12 años pero una niña del colejio me cae mal y se llama maria isabella se me sienta en el bolso me mira feo pero yo tambien la miro feo y ya pero el colegio me gusta mucho estan mis amigas con las que juego en  los  descansos  ablamos y listo eso es todo.,lusitania la mejor ,Felicidad,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Ninguna de las anteriores,Tus docentes,3,1,1,4,11,Mujer,"Mamá, Abuela, Otros familiares, Amigos",I.E. Lusitania Paz de Colombia
10/21/2019 14:09:52,me gusta mi colegio porque puedo aprender algo nuevo y conocer amigos me de mo tiva la calva,#mmmmm. nose,No estás seguro,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,ñe,A ti,3,2,3,4,10,Mujer,"Mamá, Abuela, Abuelo",I.E. Lusitania Paz de Colombia
10/21/2019 14:10:19,me motiva porque puedo a prender  en mi materia favorita que es ciencias ver a las invidiosas de el salon de clase y una frofe que metiene la mala,#mmmmm... nose,No estás seguro,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,ñe,Tus docentes,3,2,3,4,11,Mujer,"Abuela, Hermanos",I.E. Lusitania Paz de Colombia
10/21/2019 14:12:14,"ami me gusta venir al colegio para aprender cosas nuevas que yo no se y que los profesores nos enseñen lo que nosotros no sabemos lo que no me gusta del colegio es que hay veces nos roban las cosas que nuestros padres nos compran con mucho esfuerzo lo que mas me gusta del colegio son algunos  profesores por que algunos nos gritan mucho y otros son muy amables me gusta que la escuela sea grande,que los profesores no nos griten, que en el descanso no nos peguen ",una escuela maravillosa,Felicidad,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Resolución de conflictos,Tus compañeros,2,2,2,4,10,Mujer,"Papá, Mamá, Hermanos, Otros familiares",I.E. Lusitania Paz de Colombia
10/21/2019 14:12:44,ME MOTIVA ESTAR CON MIS AMIGAS APRENDER  EN MI MATERIA FAVORITA CIENCIAS  DESMOTIVA LAS PROFESORAS REGAÑONAS LAS  QUE PONEN DEMASIADAS ACTIVIDADES  ,  LA REALIDAD,No estás seguro,Todo el tiempo,Te dio curiosidad e inventaste una historia,Ninguna de las anteriores,Tus docentes,3,2,2,4,10,Mujer,"Papá, Abuela, Otros familiares",I.E. Lusitania Paz de Colombia
10/21/2019 14:12:50,"        HADIA     UN      NIÑO     QUE    EL    GUS TADA     IR   A     ESCUELA  FRUKJVFKDPD 
     ESUNDIA             ESPECIAL      ´  ", EL   INTELIGENTE  ,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Resolución de conflictos,Tu familia y/o cuidadores,1,3,1,10,9,Hombre,Hermanos,I.E. Lusitania Paz de Colombia
10/21/2019 14:12:53,"las cosa que me gustan de venir al colegio son...puedes aprender mucho,jugar con tus amigos y divertirte cada año vamos aprendiendo mas nuevos profesores ,la escuela es muy grande y eso me gusta tiene 7 pisos todos los profes son muy amables todas las materias son muy diferentes la mas divertida para mi es artistica por que puedes crear muchas cosas y eso es todo lo que me gusta",gustos de mi colegio,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,sobre la escuelas y mis gutos,A ti,3,1,2,4,9,Mujer,"Mamá, Abuela, Abuelo, Otros familiares",I.E. Lusitania Paz de Colombia
10/21/2019 14:13:25,no me gusta el colegio  y ya.,MejorEducación,Rabia,Muy rara vez,Reflexionaste y aprendiste algo nuevo,Trabajo en equipo,A ti,3,1,2,4,10,Hombre,"Mamá, Abuela, Abuelo, Hermanos, Otros familiares",I.E. Lusitania Paz de Colombia
10/21/2019 14:13:57,"Habia una vez un niño que estudiaba en un colegio y le gustaba ir al colegio aunque era muy tímido, al día siguiente en el colegio tubo un amigo llamado Félix y ese amigo era muy bueno y le gustaba estar con el en todas partes cuando timbraron pal descaso jugaron asta el fin del descanso.
llegaron a clases llego un estudiante muy malo que les tiraba las cosas y en descanso los busco y pego y len quito su amigo , entonses se separaron y el niño se defendio y lo rescasto.
Los 2 niños se bolbieron a encontrar y furon amigos por siempre.
                                                       FIN
",Los dos amigos buenos,Felicidad,Muy rara vez,Reflexionaste y aprendiste algo nuevo,Trabajo en equipo,A ti,3,1,2,4,10,Hombre,"Papá, Mamá, Hermanos",I.E. Lusitania Paz de Colombia
10/21/2019 14:14:05,"5 cosas buenas y 5 cosas malas
1 buena . que nos enseñen
2 estamos aqui para escuchar a los profesores 
3  hacer las tareas 
4  para aprender 
5  benimos al colegio fue a estudiar no a jugar
                                                     malas
1  no tirar la basura al piso
2  que no peleen 
3  no contaminar el medio ambiente 
4 ayudar a los que hacen el haceo para recoger basuras
5  y no perder materias                                                                                                                                                      ",lo malo y lo bueno  de mi colegio,No estás seguro,De vez en cuando,Te dio curiosidad e inventaste una historia,Resolución de conflictos,Tu familia y/o cuidadores,2,2,1,4,8,Mujer,"Mamá, Abuela, Hermanos",I.E. Lusitania Paz de Colombia
10/21/2019 14:15:46,ami me gusta venir a  la escuela porque aprendo cosas buenas y puedo disfrutar  con mis compañeras de clase y me caen muy bien los profesores por que nos enseñan cosas que no sabemos  y también  me gusta mucho el descanso pero hay unos compañeros  que no me caen  también   porque aveces me tratan muy feo por casas que yo no hice,mi escuela increible,Felicidad,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Resolución de conflictos,Tus compañeros,2,2,2,4,9,Mujer,Abuela,I.E. Lusitania Paz de Colombia
10/21/2019 14:16:30,"habia una vez una niña que l,a jodian mucho por  que le desian que esta ablando de otra persona  asta que se solusiono pero siguio con otra persona y fin",la niña que la jodian mucho,Tristeza,Muy rara vez,Te dio curiosidad e inventaste una historia,Resolución de conflictos,A ti,1,2,2,4,9,Mujer,Otros familiares,I.E. Lusitania Paz de Colombia
10/21/2019 14:16:49,"habia una vez una niña que jodia a sus compañeros aciendo los ver menos que ella,era criticona, grosera,peliadora.",la niña,Tristeza,Muy rara vez,Te dio curiosidad e inventaste una historia,Convivencia,Tus compañeros,1,1,2,4,11,Mujer,"Papá, Abuela, Hermanos, Otros familiares",I.E. Lusitania Paz de Colombia
